"filename", "language", "YAML", "TypeScript", "Handlebars", "JSON", "JSON with Comments", "JavaScript", "Shell Script", "Markdown", "Prisma", "Docker", "SQL", "SCSS", "XML", "HTML", "comment", "blank", "total"
"/Users/maciejfratczak/sps/api/src/infrastructure/web/lang/lang.module.ts", "TypeScript", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
"/Users/maciejfratczak/sps/api/src/main.ts", "TypeScript", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 28
"/Users/maciejfratczak/sps/api/src/message.ts", "TypeScript", 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 86
"/Users/maciejfratczak/sps/api/src/persistence/persistence.module.ts", "TypeScript", 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 79
"/Users/maciejfratczak/sps/api/src/persistence/prisma/driver/prisma.driver.finder.ts", "TypeScript", 0, 190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 196
"/Users/maciejfratczak/sps/api/src/persistence/prisma/driver/prisma.driver.repository.ts", "TypeScript", 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 76
"/Users/maciejfratczak/sps/api/src/persistence/prisma/parking-lot/prisma.parking-lot.finder.ts", "TypeScript", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 44
"/Users/maciejfratczak/sps/api/src/persistence/prisma/parking-lot/prisma.parking-lot.repository.ts", "TypeScript", 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 66
"/Users/maciejfratczak/sps/api/src/persistence/prisma/prisma.id.generator.ts", "TypeScript", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"/Users/maciejfratczak/sps/api/src/persistence/prisma/prisma.service.ts", "TypeScript", 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 76
"/Users/maciejfratczak/sps/api/src/persistence/prisma/reservation/prisma.parking-lot-availability.ts", "TypeScript", 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 77
"/Users/maciejfratczak/sps/api/src/persistence/prisma/reservation/prisma.reservation.finder.ts", "TypeScript", 0, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 191
"/Users/maciejfratczak/sps/api/src/persistence/prisma/reservation/prisma.reservation.repository.ts", "TypeScript", 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 115
"/Users/maciejfratczak/sps/api/src/persistence/prisma/user/prisma.registration-token.store.ts", "TypeScript", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 47
"/Users/maciejfratczak/sps/api/src/persistence/prisma/user/prisma.user.store.ts", "TypeScript", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 51
"/Users/maciejfratczak/sps/api/test/db.util.ts", "TypeScript", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 34
"/Users/maciejfratczak/sps/api/test/docker-compose.yml", "YAML", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"/Users/maciejfratczak/sps/api/test/e2e/auth.controller.e2e-spec.ts", "TypeScript", 0, 381, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 28, 413
"/Users/maciejfratczak/sps/api/test/e2e/driver.controller.e2e-spec.ts", "TypeScript", 0, 340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 350
"/Users/maciejfratczak/sps/api/test/e2e/e2e-test.util.ts", "TypeScript", 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 96
"/Users/maciejfratczak/sps/api/test/e2e/parking-lot.controller.e2e-spec.ts", "TypeScript", 0, 452, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 461
"/Users/maciejfratczak/sps/api/test/e2e/users.controller.e2e-spec.ts", "TypeScript", 0, 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 168
"/Users/maciejfratczak/sps/api/test/jest-e2e.json", "JSON", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"/Users/maciejfratczak/sps/api/test/jest.json", "JSON", 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 35
"/Users/maciejfratczak/sps/api/test/jest.setup.ts", "TypeScript", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 19
"/Users/maciejfratczak/sps/api/test/misc.util.ts", "TypeScript", 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 76
"/Users/maciejfratczak/sps/api/test/unit/application/driver/driver.service.spec.ts", "TypeScript", 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 72
"/Users/maciejfratczak/sps/api/test/unit/application/parking-lot/parking-lot.service.spec.ts", "TypeScript", 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 104
"/Users/maciejfratczak/sps/api/test/unit/application/reservation/reservation.service.spec.ts", "TypeScript", 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 121
"/Users/maciejfratczak/sps/api/test/unit/domain/driver/driver.spec.ts", "TypeScript", 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 71
"/Users/maciejfratczak/sps/api/test/unit/domain/parking-lot/operation-time.spec.ts", "TypeScript", 0, 175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 187
"/Users/maciejfratczak/sps/api/test/unit/domain/parking-lot/parking-lot.spec.ts", "TypeScript", 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 132
"/Users/maciejfratczak/sps/api/test/unit/domain/reservation/parking-ticket.spec.ts", "TypeScript", 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 79
"/Users/maciejfratczak/sps/api/test/unit/domain/reservation/reservation.factory.spec.ts", "TypeScript", 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 65
"/Users/maciejfratczak/sps/api/test/unit/domain/reservation/reservation.spec.ts", "TypeScript", 0, 335, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15, 351
"/Users/maciejfratczak/sps/api/test/unit/domain/reservation/scheduled-parking-time.spec.ts", "TypeScript", 0, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 120
"/Users/maciejfratczak/sps/api/test/unit/domain/time/moment.spec.ts", "TypeScript", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 54
"/Users/maciejfratczak/sps/api/test/unit/domain/time/period.spec.ts", "TypeScript", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 38
"/Users/maciejfratczak/sps/api/test/unit/infrastructure/email/email.service.spec.ts", "TypeScript", 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 97
